Animal testing is cruel and inhumane,"Animals do not have rights, therefore it is acceptable to experiment on them",Churches should be taxed like corporations,Criminals should not have the right to vote,Do you believe in Astrology?,Do you believe intelligent alien civilizations in the universe do exist?,Do you consume alcoholic beverages?,Do you eat meat?,Do you have a car?,Do you play Pokemon Go?,Do you smoke?,Do you think global warming is mainly caused by human activity?,Do you think marijuana consumption should be legalized?,Do you use online dating?,Have you watched Game Of Thrones?,How did you meet your significant other?,How do you squeeze your toothpaste?,"If there were US elections tomorrow, which party would you support?",Obesity is a disease,"Playing violent video games causes more aggression, bullying, and fighting",Should public alcohol consumption be legal?,What flavor of potato chips do you prefer?,What is your gender?,What is your highest achieved education level?,What is your preferred music genre?,What is your preferred style of eggs?,What kind of breakfast drink do you prefer?,What kind of phone do you have?,Which category below includes your age?,Which kind of vacation do you prefer?,Which seat do you prefer on a flight?,Would you rather drive an electric car or a gas-powered car?
Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Agree,No,Cheese,Male,High School graduate,Hip-Hop / Rap,Boiled,Milk,Android,18-24,Beach,Aisle,Gas
Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,School,I squeeze it from the middle.,Republicans,Agree,Agree,No,Original / Plain,Female,High School graduate,Country / Folk,Scrambled,Juice,iPhone,25-34,Beach,Middle,Gas
Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,School,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Disagree,Yes,Cheddar And Sour Cream,Male,Associate's degree,Electronic,Scrambled,Milk,iPhone,18-24,Cities,Aisle,Electric
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,At a bar / nightclub,I squeeze it from anywhere.,Democrats,Disagree,Disagree,Yes,Jalapeno,Female,Master's degree,Rock,Over Easy/Over Medium/Over Hard,Coffee,iPhone,25-34,Cities,Window,Electric
Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Disagree,Yes,Barbecue,Male,High School graduate,Rock,Over Easy/Over Medium/Over Hard,Tea,Android,45-54,Mountains,Window,Gas
Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,I havent' met him/her yet.,I squeeze it from the middle.,Democrats,Disagree,Disagree,No,Barbecue,Male,"Doctoral degree (PhD, MD, JD or other professional degree)",Pop,Scrambled,Juice,iPhone,45-54,Mountains,Aisle,Electric
Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Dating App or Dating service,I squeeze it from the middle.,Democrats,Agree,Neither agree nor disagree,Yes,Sea Salt & Vinegar,Male,Bachelor's degree,Hip-Hop / Rap,Sunny Side up,Tea,iPhone,25-34,Beach,Window,Gas
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Agree,No,Original / Plain,Female,Associate's degree,Other (please specify),Scrambled,Juice,Android,45-54,Beach,Window,Gas
Agree,Disagree,Neither agree nor disagree,Disagree,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,At work,I squeeze it from anywhere.,Democrats,Agree,Disagree,Yes,Sour Cream and Onion,Female,Other (please specify),Pop,Over Easy/Over Medium/Over Hard,Juice,Android,45-54,Beach,Aisle,Gas
Agree,Neither agree nor disagree,Disagree,Agree,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Dating App or Dating service,I squeeze it from the middle.,Democrats,Disagree,Agree,No,Barbecue,Female,Associate's degree,Pop,Over Easy/Over Medium/Over Hard,Coffee,Android,65+,Beach,Window,Gas
Agree,Disagree,Disagree,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,No,Cheddar And Sour Cream,Male,Associate's degree,Hip-Hop / Rap,Scrambled,Tea,iPhone,18-24,Beach,Window,Gas
Disagree,Neither agree nor disagree,Disagree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,School,I squeeze it from the middle.,Republicans,Agree,Disagree,Yes,Original / Plain,Male,Associate's degree,Hip-Hop / Rap,Scrambled,Coffee,iPhone,18-24,Beach,Aisle,Gas
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,Yes,Barbecue,Female,Bachelor's degree,Hip-Hop / Rap,Scrambled,Juice,Android,25-34,Beach,Window,Gas
Agree,Disagree,Disagree,Agree,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Family,I squeeze it from the middle.,Democrats,Neither agree nor disagree,Neither agree nor disagree,Yes,Barbecue,Female,Bachelor's degree,Pop,Over Easy/Over Medium/Over Hard,Milk,iPhone,25-34,Beach,Window,Electric
Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Family,I squeeze it from the middle.,Republicans,Agree,Agree,Yes,Barbecue,Female,Bachelor's degree,Pop,Over Easy/Over Medium/Over Hard,Coffee,iPhone,18-24,Beach,Aisle,Electric
Agree,Neither agree nor disagree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,School,I squeeze it from anywhere.,Democrats,Agree,Neither agree nor disagree,No,Barbecue,Female,Associate's degree,Rock,Scrambled,Coffee,iPhone,18-24,Mountains,Window,Electric
Agree,Disagree,Disagree,Agree,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,School,I squeeze it from anywhere.,Republicans,Agree,Agree,No,Barbecue,Male,Bachelor's degree,Pop,Scrambled,Juice,Android,35-44,Beach,Aisle,Electric
Agree,Disagree,Agree,Agree,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Agree,No,Cheddar And Sour Cream,Female,High School graduate,Other (please specify),Poached,Coffee,iPhone,18-24,Beach,Window,Electric
Agree,Disagree,Agree,Disagree,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Through friends,I squeeze it from anywhere.,Democrats,Agree,Disagree,No,Barbecue,Female,Bachelor's degree,Hip-Hop / Rap,I don't eat eggs,Coffee,iPhone,25-34,Cities,Window,Electric
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Dating App or Dating service,I squeeze it from the middle.,Democrats,Disagree,Agree,Yes,Sea Salt & Vinegar,Female,Bachelor's degree,Pop,Scrambled,Coffee,iPhone,35-44,Beach,Window,Electric
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Dating App or Dating service,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Disagree,Yes,Sea Salt & Vinegar,Male,Bachelor's degree,Hip-Hop / Rap,Over Easy/Over Medium/Over Hard,Water,iPhone,18-24,Cities,Aisle,Electric
Agree,Disagree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,At a bar / nightclub,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Agree,Yes,Jalapeno,Male,High School graduate,Rock,Over Easy/Over Medium/Over Hard,Tea,Android,45-54,Mountains,Aisle,Electric
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,At work,I squeeze it from anywhere.,Republicans,Agree,Disagree,No,Sea Salt & Vinegar,Male,Associate's degree,Rock,Over Easy/Over Medium/Over Hard,Juice,Android,25-34,Mountains,Window,Gas
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,School,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Disagree,No,Original / Plain,Male,Master's degree,Pop,Sunny Side up,Water,iPhone,25-34,Beach,Aisle,Electric
Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Disagree,Yes,Barbecue,Male,Bachelor's degree,Electronic,Scrambled,Juice,Android,35-44,Cities,Middle,Gas
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Agree,No,None / I don't eat chips,Female,Bachelor's degree,Pop,Over Easy/Over Medium/Over Hard,Water,iPhone,55-64,Beach,Window,Electric
Disagree,Disagree,Disagree,Agree,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Family,I keep it intact.,Republicans,Disagree,Agree,No,Barbecue,Male,Bachelor's degree,Country / Folk,Sunny Side up,Water,iPhone,25-34,Beach,Aisle,Gas
Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Disagree,Yes,Original / Plain,Male,High School graduate,Country / Folk,Sunny Side up,Coffee,iPhone,65+,Cities,Aisle,Electric
Agree,Disagree,Disagree,Agree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,School,I squeeze it from the middle.,Republicans,Disagree,Agree,Yes,Sour Cream and Onion,Female,Bachelor's degree,Country / Folk,Scrambled,Coffee,iPhone,35-44,Mountains,Window,Gas
Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,Yes,Sea Salt & Vinegar,Female,Bachelor's degree,Rock,Over Easy/Over Medium/Over Hard,Coffee,Android,25-34,Beach,Aisle,Electric
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,I havent' met him/her yet.,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Disagree,Yes,Sour Cream and Onion,Male,Other (please specify),Rock,Scrambled,Juice,Android,25-34,Mountains,Window,Electric
Disagree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,At a bar / nightclub,I squeeze it from the middle.,Democrats,Disagree,Disagree,Yes,Sea Salt & Vinegar,Female,"Doctoral degree (PhD, MD, JD or other professional degree)",Country / Folk,Scrambled,Coffee,Android,35-44,Beach,Middle,Electric
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,At a bar / nightclub,I squeeze it from the middle.,Democrats,Neither agree nor disagree,Disagree,Yes,Barbecue,Male,Bachelor's degree,Hip-Hop / Rap,Scrambled,Juice,iPhone,18-24,Beach,Window,Gas
Agree,Disagree,Disagree,Neither agree nor disagree,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze it from anywhere.,Republicans,Agree,Agree,Yes,Sea Salt & Vinegar,Male,Master's degree,Country / Folk,Over Easy/Over Medium/Over Hard,Coffee,iPhone,55-64,Beach,Aisle,Electric
Agree,Disagree,Disagree,Agree,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Through friends,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Disagree,No,Sour Cream and Onion,Male,Bachelor's degree,Rock,Scrambled,Juice,Android,35-44,Mountains,Window,Electric
Agree,Disagree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Other (please specify),I squeeze it from anywhere.,Democrats,Agree,Agree,No,Original / Plain,Female,Bachelor's degree,Rock,Scrambled,Coffee,iPhone,55-64,Beach,Window,Electric
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,At work,I squeeze it from anywhere.,Democrats,Disagree,Disagree,Yes,Jalapeno,Male,Bachelor's degree,Electronic,Over Easy/Over Medium/Over Hard,Coffee,Android,25-34,Mountains,Window,Electric
Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Agree,Yes,Sea Salt & Vinegar,Female,High School graduate,Rock,I don't eat eggs,Coffee,Android,35-44,Beach,Window,Electric
Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Dating App or Dating service,I squeeze it from anywhere.,Republicans,Agree,Disagree,No,Barbecue,Male,Bachelor's degree,Hip-Hop / Rap,Scrambled,Juice,Android,25-34,Mountains,Aisle,Electric
Agree,Disagree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,At a bar / nightclub,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,No,Original / Plain,Male,Bachelor's degree,Hip-Hop / Rap,Scrambled,Coffee,iPhone,25-34,Beach,Window,Electric
Agree,Disagree,Agree,Disagree,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,I havent' met him/her yet.,I squeeze it from anywhere.,Democrats,Disagree,Neither agree nor disagree,No,Original / Plain,Female,High School graduate,Rock,Sunny Side up,Coffee,Other (please specify),55-64,Mountains,Window,Gas
Agree,Disagree,Agree,Disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,"Through Sports, Religion, Or Hobbies",I squeeze it from the top.,Democrats,Agree,Disagree,Yes,Sour Cream and Onion,Female,Bachelor's degree,Hip-Hop / Rap,Scrambled,Water,iPhone,18-24,Mountains,Window,Electric
Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Family,I squeeze it from the middle.,Democrats,Neither agree nor disagree,Agree,No,Barbecue,Female,Associate's degree,Rock,Sunny Side up,Juice,iPhone,18-24,Beach,Window,Gas
Agree,Disagree,Neither agree nor disagree,Agree,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,School,I squeeze it from the middle.,Democrats,Agree,Disagree,No,Barbecue,Female,Associate's degree,Other (please specify),I don't eat eggs,Coffee,Android,25-34,Mountains,Window,Electric
Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,At work,I squeeze and/or roll it from the back to the front.,Republicans,Agree,Disagree,Yes,Original / Plain,Male,High School graduate,Electronic,Scrambled,Juice,Android,25-34,Cities,Aisle,Gas
Agree,Disagree,Neither agree nor disagree,Disagree,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Other (please specify),I squeeze and/or roll it from the back to the front.,Democrats,Agree,Neither agree nor disagree,No,Cheddar And Sour Cream,Female,Other (please specify),Rock,Over Easy/Over Medium/Over Hard,Coffee,Android,55-64,Beach,Window,Electric
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Family,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,Yes,Sour Cream and Onion,Male,Bachelor's degree,Hip-Hop / Rap,Poached,Coffee,Android,25-34,Mountains,Window,Electric
Agree,Agree,Agree,Disagree,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Family,I squeeze it from the middle.,Republicans,Agree,Disagree,Yes,Cheese,Male,Bachelor's degree,Rock,Boiled,Tea,Android,25-34,Mountains,Middle,Gas
Agree,Disagree,Agree,Agree,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Neither agree nor disagree,Yes,Sea Salt & Vinegar,Female,Bachelor's degree,Rock,Sunny Side up,Coffee,iPhone,35-44,Mountains,Aisle,Electric
Agree,Disagree,Disagree,Agree,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Agree,No,Jalapeno,Male,Bachelor's degree,Rock,Poached,Coffee,Android,25-34,Beach,Window,Electric
Agree,Disagree,Disagree,Agree,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Through friends,I squeeze it from the middle.,Republicans,Disagree,Agree,No,Original / Plain,Male,Associate's degree,Rock,Over Easy/Over Medium/Over Hard,Coffee,Android,65+,Beach,Window,Electric
Agree,Disagree,Agree,Agree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Agree,No,Cheddar And Sour Cream,Female,"Doctoral degree (PhD, MD, JD or other professional degree)",Rock,Sunny Side up,Tea,Android,55-64,Cities,Window,Electric
Agree,Disagree,Agree,Agree,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,School,I squeeze it from the middle.,Democrats,Agree,Neither agree nor disagree,Yes,Sour Cream and Onion,Female,Other (please specify),Pop,Scrambled,Tea,Android,65+,Beach,Window,Electric
Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Other (please specify),I squeeze and/or roll it from the back to the front.,Republicans,Agree,Disagree,Yes,None / I don't eat chips,Male,Bachelor's degree,Country / Folk,I don't eat eggs,Coffee,Android,18-24,Mountains,Window,Electric
Agree,Disagree,Agree,Agree,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Family,I squeeze it from the middle.,Republicans,Neither agree nor disagree,Agree,No,Cheddar And Sour Cream,Female,Associate's degree,Pop,Over Easy/Over Medium/Over Hard,Milk,iPhone,25-34,Beach,Window,Electric
Neither agree nor disagree,Agree,Agree,Disagree,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,School,I squeeze it from the top.,Democrats,Disagree,Neither agree nor disagree,Yes,Sea Salt & Vinegar,Female,Associate's degree,Hip-Hop / Rap,Scrambled,Coffee,iPhone,18-24,Beach,Window,Gas
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Neither agree nor disagree,No,Original / Plain,Female,Bachelor's degree,Hip-Hop / Rap,Scrambled,Coffee,Android,25-34,Mountains,Aisle,Gas
Disagree,Disagree,Agree,Neither agree nor disagree,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,No,Barbecue,Female,Associate's degree,Pop,Scrambled,Coffee,iPhone,18-24,Beach,Window,Electric
Agree,Disagree,Disagree,Neither agree nor disagree,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,I havent' met him/her yet.,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Disagree,No,Barbecue,Male,High School graduate,Pop,Sunny Side up,Juice,Android,18-24,Mountains,Window,Gas
Disagree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,At a bar / nightclub,I squeeze it from the middle.,Democrats,Agree,Agree,Yes,Cheddar And Sour Cream,Female,High School graduate,Rock,Over Easy/Over Medium/Over Hard,Coffee,iPhone,35-44,Beach,Window,Gas
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze it from the middle.,Democrats,Neither agree nor disagree,Neither agree nor disagree,No,Barbecue,Female,High School graduate,Other (please specify),Over Easy/Over Medium/Over Hard,Coffee,Android,55-64,Beach,Window,Gas
Neither agree nor disagree,Disagree,Disagree,Agree,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Through friends,I squeeze it from the middle.,Democrats,Disagree,Agree,Yes,Sea Salt & Vinegar,Male,Associate's degree,Hip-Hop / Rap,Scrambled,Coffee,Android,25-34,Beach,Window,Electric
Neither agree nor disagree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze it from anywhere.,Democrats,Agree,Neither agree nor disagree,No,Original / Plain,Male,High School graduate,Country / Folk,Scrambled,Juice,Android,55-64,Mountains,Window,Gas
Agree,Disagree,Neither agree nor disagree,Agree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,School,I squeeze and/or roll it from the back to the front.,Republicans,Agree,Agree,Yes,Cheddar And Sour Cream,Female,Associate's degree,Other (please specify),Boiled,Coffee,Android,35-44,Beach,Window,Gas
Agree,Disagree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Family,I squeeze it from the middle.,Republicans,Neither agree nor disagree,Neither agree nor disagree,Yes,Barbecue,Male,Bachelor's degree,Pop,Over Easy/Over Medium/Over Hard,Water,Android,25-34,Beach,Window,Gas
Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,At work,I squeeze it from the middle.,Republicans,Agree,Agree,Yes,Cheese,Male,Bachelor's degree,Electronic,Scrambled,Coffee,Android,25-34,Beach,Window,Electric
Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Through friends,I squeeze it from the top.,Republicans,Disagree,Disagree,No,Original / Plain,Male,Bachelor's degree,Rock,Over Easy/Over Medium/Over Hard,Coffee,Android,35-44,Cities,Window,Electric
Agree,Disagree,Disagree,Agree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Agree,No,Cheddar And Sour Cream,Female,Bachelor's degree,Pop,Scrambled,Coffee,Android,25-34,Beach,Window,Electric
Agree,Disagree,Agree,Disagree,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,Yes,Original / Plain,Male,Associate's degree,Rock,Over Easy/Over Medium/Over Hard,Coffee,Android,25-34,Mountains,Window,Electric
Agree,Disagree,Disagree,Disagree,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze it from the top.,Democrats,Agree,Disagree,Yes,Barbecue,Male,High School graduate,Pop,Scrambled,Juice,iPhone,18-24,Cities,Window,Electric
Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Through friends,I squeeze it from the top.,Democrats,Agree,Agree,No,Sour Cream and Onion,Female,Bachelor's degree,Pop,Sunny Side up,Coffee,Android,45-54,Beach,Window,Gas
Disagree,Agree,Disagree,Agree,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Disagree,Yes,Sea Salt & Vinegar,Male,Bachelor's degree,Rock,Scrambled,Water,Android,35-44,Cities,Window,Gas
